(frozenset(['goth']), frozenset(['gay', 'sadistic', 'emo', 'epic', 'scene']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['sadistic', 'emo', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'gay']), frozenset(['emo', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo', 'gay']), frozenset(['epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'emo', 'gay']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo', 'gay', 'scene']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'gay']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'scene', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'scene', 'gay']), frozenset(['emo', 'epic']), 5, 1.0)
(frozenset(['goth', 'emo', 'gay']), frozenset(['sadistic', 'epic', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo', 'gay']), frozenset(['sadistic', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo', 'gay', 'scene']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['goth', 'emo', 'gay', 'scene']), frozenset(['sadistic', 'epic']), 5, 1.0)
(frozenset(['goth', 'epic', 'gay']), frozenset(['sadistic', 'emo', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'scene', 'gay']), frozenset(['sadistic', 'emo']), 5, 1.0)
(frozenset(['goth', 'scene', 'gay']), frozenset(['sadistic', 'emo', 'epic']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['emo', 'epic', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo']), frozenset(['epic', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'emo']), frozenset(['scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'emo', 'scene']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo', 'scene']), frozenset(['epic', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic']), frozenset(['emo', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'scene']), frozenset(['emo', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'scene']), frozenset(['emo', 'epic', 'gay']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['sadistic', 'epic', 'scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo']), frozenset(['sadistic', 'scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo', 'scene']), frozenset(['sadistic', 'gay']), 5, 1.0)
(frozenset(['goth', 'emo', 'scene']), frozenset(['sadistic', 'epic', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['sadistic', 'emo', 'scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'scene']), frozenset(['sadistic', 'emo', 'gay']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['sadistic', 'emo', 'epic', 'gay']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'gay', 'emo', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['goth', 'epic', 'emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'gay']), frozenset(['goth', 'emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic', 'gay']), frozenset(['goth', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic', 'scene', 'gay']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'scene', 'gay']), frozenset(['goth', 'emo']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'gay']), frozenset(['goth', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'scene', 'gay']), frozenset(['goth', 'epic']), 5, 1.0)
(frozenset(['sadistic', 'scene', 'gay']), frozenset(['goth', 'epic', 'emo']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['goth', 'epic', 'gay', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic']), frozenset(['goth', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic', 'scene']), frozenset(['goth', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'scene']), frozenset(['goth', 'epic', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['goth', 'emo', 'gay', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'scene']), frozenset(['goth', 'emo', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['goth', 'epic', 'emo', 'gay']), 5, 1.0)
(frozenset(['epic']), frozenset(['goth', 'gay', 'sadistic', 'emo', 'scene']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['sadistic', 'goth', 'emo', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic', 'gay']), frozenset(['sadistic', 'goth', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic', 'scene', 'gay']), frozenset(['sadistic', 'goth']), 5, 1.0)
(frozenset(['epic', 'scene', 'gay']), frozenset(['sadistic', 'goth', 'emo']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['sadistic', 'goth', 'gay', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic', 'scene']), frozenset(['sadistic', 'goth', 'gay']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['sadistic', 'goth', 'emo', 'gay']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'emo', 'gay', 'scene']), 5, 1.0)
(frozenset(['zac']), frozenset(['zacefron', 'love', 'gay', 'zefron']), 5, 1.0)
(frozenset(['love', 'zac']), frozenset(['zacefron', 'zefron', 'gay']), 5, 1.0)
(frozenset(['love', 'zac', 'gay']), frozenset(['zacefron', 'zefron']), 5, 1.0)
(frozenset(['zac', 'gay']), frozenset(['love', 'zacefron', 'zefron']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'epic', 'emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['epic', 'emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'emo']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic', 'scene']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo']), frozenset(['epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo', 'scene']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'scene']), frozenset(['emo', 'epic']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['goth', 'emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic']), frozenset(['goth', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic', 'scene']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'scene']), frozenset(['goth', 'emo']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['goth', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'scene']), frozenset(['goth', 'epic']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['goth', 'epic', 'emo']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'epic', 'emo', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['sadistic', 'emo', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo']), frozenset(['sadistic', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo', 'scene']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['goth', 'epic', 'scene']), frozenset(['sadistic', 'emo']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['sadistic', 'epic', 'scene']), 5, 1.0)
(frozenset(['goth', 'emo', 'scene']), frozenset(['sadistic', 'epic']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['sadistic', 'emo', 'epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'goth', 'emo', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['sadistic', 'goth', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic', 'scene']), frozenset(['sadistic', 'goth']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['sadistic', 'goth', 'emo']), 5, 1.0)
(frozenset(['goth']), frozenset(['emo', 'gay', 'scene']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'emo', 'scene']), frozenset(['gay']), 5, 1.0)
(frozenset(['goth', 'emo', 'gay']), frozenset(['scene']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['goth', 'scene', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['emo', 'gay']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'epic', 'emo']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['epic', 'emo']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['goth', 'emo']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['goth', 'epic']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'epic', 'emo']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['sadistic', 'emo']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['sadistic', 'epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'goth', 'emo']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['sadistic', 'goth']), 5, 1.0)
(frozenset(['zacefron']), frozenset(['love', 'zac', 'gay']), 5, 1.0)
(frozenset(['love', 'zacefron']), frozenset(['zac', 'gay']), 5, 1.0)
(frozenset(['zacefron', 'love', 'zac']), frozenset(['gay']), 5, 1.0)
(frozenset(['zacefron', 'love', 'gay']), frozenset(['zac']), 5, 1.0)
(frozenset(['zacefron', 'zac']), frozenset(['love', 'gay']), 5, 1.0)
(frozenset(['zacefron', 'zac', 'gay']), frozenset(['love']), 5, 1.0)
(frozenset(['zacefron', 'gay']), frozenset(['love', 'zac']), 5, 1.0)
(frozenset(['zac']), frozenset(['zacefron', 'love', 'gay']), 5, 1.0)
(frozenset(['love', 'zac']), frozenset(['zacefron', 'gay']), 5, 1.0)
(frozenset(['love', 'zac', 'gay']), frozenset(['zacefron']), 5, 1.0)
(frozenset(['zac', 'gay']), frozenset(['love', 'zacefron']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'scene']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['goth', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'scene']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['goth', 'epic']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'epic', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['sadistic', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'scene']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['sadistic', 'epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'goth', 'scene']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['sadistic', 'goth']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['emo', 'epic', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['epic', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'gay']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['emo', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['emo', 'epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'emo', 'gay']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['sadistic', 'gay']), 5, 1.0)
(frozenset(['emo', 'epic', 'gay']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['sadistic', 'emo']), 5, 1.0)
(frozenset(['zacefron']), frozenset(['gay', 'zefron', 'zac']), 5, 1.0)
(frozenset(['zacefron', 'gay']), frozenset(['zefron', 'zac']), 5, 1.0)
(frozenset(['zacefron', 'zefron', 'gay']), frozenset(['zac']), 5, 1.0)
(frozenset(['zacefron', 'zac', 'gay']), frozenset(['zefron']), 5, 1.0)
(frozenset(['zacefron', 'zefron']), frozenset(['gay', 'zac']), 5, 1.0)
(frozenset(['zacefron', 'zac', 'zefron']), frozenset(['gay']), 5, 1.0)
(frozenset(['zacefron', 'zac']), frozenset(['zefron', 'gay']), 5, 1.0)
(frozenset(['zefron']), frozenset(['zacefron', 'gay', 'zac']), 5, 1.0)
(frozenset(['gay', 'zefron']), frozenset(['zacefron', 'zac']), 5, 1.0)
(frozenset(['zefron', 'gay', 'zac']), frozenset(['zacefron']), 5, 1.0)
(frozenset(['zac', 'zefron']), frozenset(['zacefron', 'gay']), 5, 1.0)
(frozenset(['zac']), frozenset(['zacefron', 'gay', 'zefron']), 5, 1.0)
(frozenset(['zac', 'gay']), frozenset(['zacefron', 'zefron']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'epic', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['epic', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'epic']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'gay']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['goth', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'gay']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['goth', 'epic']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'epic', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['sadistic', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'gay']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['sadistic', 'epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'goth', 'gay']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['sadistic', 'goth']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['goth', 'emo', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth']), frozenset(['emo', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'emo']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'goth', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['goth', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'gay']), frozenset(['goth']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['goth', 'emo']), 5, 1.0)
(frozenset(['goth']), frozenset(['sadistic', 'emo', 'gay']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['sadistic', 'gay']), 5, 1.0)
(frozenset(['goth', 'emo', 'gay']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['sadistic', 'emo']), 5, 1.0)
(frozenset(['zacefron']), frozenset(['love', 'gay', 'zefron']), 5, 1.0)
(frozenset(['love', 'zacefron']), frozenset(['zefron', 'gay']), 5, 1.0)
(frozenset(['zacefron', 'love', 'zefron']), frozenset(['gay']), 5, 1.0)
(frozenset(['zacefron', 'love', 'gay']), frozenset(['zefron']), 5, 1.0)
(frozenset(['zacefron', 'gay']), frozenset(['love', 'zefron']), 5, 1.0)
(frozenset(['zacefron', 'zefron', 'gay']), frozenset(['love']), 5, 1.0)
(frozenset(['zacefron', 'zefron']), frozenset(['love', 'gay']), 5, 1.0)
(frozenset(['zefron']), frozenset(['zacefron', 'love', 'gay']), 5, 1.0)
(frozenset(['love', 'zefron']), frozenset(['zacefron', 'gay']), 5, 1.0)
(frozenset(['love', 'gay', 'zefron']), frozenset(['zacefron']), 5, 1.0)
(frozenset(['gay', 'zefron']), frozenset(['love', 'zacefron']), 5, 1.0)
(frozenset(['epic']), frozenset(['emo', 'scene', 'gay']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['scene', 'gay']), 5, 1.0)
(frozenset(['emo', 'epic', 'scene']), frozenset(['gay']), 5, 1.0)
(frozenset(['emo', 'epic', 'gay']), frozenset(['scene']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['emo', 'gay']), 5, 1.0)
(frozenset(['epic', 'scene', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['goth']), frozenset(['epic', 'emo', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo']), frozenset(['scene']), 5, 1.0)
(frozenset(['goth', 'epic', 'scene']), frozenset(['emo']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['epic', 'scene']), 5, 1.0)
(frozenset(['goth', 'emo', 'scene']), frozenset(['epic']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['emo', 'epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['goth', 'emo', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['goth', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic', 'scene']), frozenset(['goth']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['goth', 'emo']), 5, 1.0)
(frozenset(['zacefron']), frozenset(['love', 'zac', 'zefron']), 5, 1.0)
(frozenset(['love', 'zacefron']), frozenset(['zac', 'zefron']), 5, 1.0)
(frozenset(['zacefron', 'love', 'zac']), frozenset(['zefron']), 5, 1.0)
(frozenset(['zacefron', 'love', 'zefron']), frozenset(['zac']), 5, 1.0)
(frozenset(['zacefron', 'zac']), frozenset(['love', 'zefron']), 5, 1.0)
(frozenset(['zacefron', 'zac', 'zefron']), frozenset(['love']), 5, 1.0)
(frozenset(['zacefron', 'zefron']), frozenset(['love', 'zac']), 5, 1.0)
(frozenset(['zac']), frozenset(['zacefron', 'love', 'zefron']), 5, 1.0)
(frozenset(['love', 'zac']), frozenset(['zacefron', 'zefron']), 5, 1.0)
(frozenset(['love', 'zac', 'zefron']), frozenset(['zacefron']), 5, 1.0)
(frozenset(['zac', 'zefron']), frozenset(['love', 'zacefron']), 5, 1.0)
(frozenset(['zefron']), frozenset(['zacefron', 'love', 'zac']), 5, 1.0)
(frozenset(['love', 'zefron']), frozenset(['zacefron', 'zac']), 5, 1.0)
(frozenset(['sadistic']), frozenset(['epic', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'scene']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'gay']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['epic', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'scene', 'gay']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'gay']), frozenset(['epic', 'scene']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'scene', 'gay']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['sadistic', 'gay']), 5, 1.0)
(frozenset(['epic', 'scene', 'gay']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['sadistic', 'scene']), 5, 1.0)
(frozenset(['Cock']), frozenset(['Twink', 'Gay', 'Bear']), 7, 1.0)
(frozenset(['Twink', 'Cock']), frozenset(['Bear', 'Gay']), 7, 1.0)
(frozenset(['Cock', 'Twink', 'Bear']), frozenset(['Gay']), 7, 1.0)
(frozenset(['Cock', 'Twink', 'Gay']), frozenset(['Bear']), 7, 1.0)
(frozenset(['Cock', 'Gay']), frozenset(['Twink', 'Bear']), 7, 1.0)
(frozenset(['Cock', 'Bear', 'Gay']), frozenset(['Twink']), 7, 1.0)
(frozenset(['Cock', 'Bear']), frozenset(['Twink', 'Gay']), 7, 1.0)
(frozenset(['Bear']), frozenset(['Twink', 'Cock', 'Gay']), 7, 1.0)
(frozenset(['Twink', 'Bear']), frozenset(['Cock', 'Gay']), 7, 1.0)
(frozenset(['Twink', 'Gay', 'Bear']), frozenset(['Cock']), 7, 1.0)
(frozenset(['Gay', 'Bear']), frozenset(['Cock', 'Twink']), 7, 1.0)
(frozenset(['sadistic']), frozenset(['emo', 'epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['epic', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'epic']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'scene']), frozenset(['epic']), 5, 1.0)
(frozenset(['sadistic', 'epic']), frozenset(['emo', 'scene']), 5, 1.0)
(frozenset(['sadistic', 'epic', 'scene']), frozenset(['emo']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['emo', 'epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['sadistic', 'emo', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['sadistic', 'scene']), 5, 1.0)
(frozenset(['emo', 'epic', 'scene']), frozenset(['sadistic']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['sadistic', 'emo']), 5, 1.0)
(frozenset(['zefron']), frozenset(['love', 'gay', 'zac']), 5, 1.0)
(frozenset(['love', 'zefron']), frozenset(['zac', 'gay']), 5, 1.0)
(frozenset(['love', 'zac', 'zefron']), frozenset(['gay']), 5, 1.0)
(frozenset(['love', 'gay', 'zefron']), frozenset(['zac']), 5, 1.0)
(frozenset(['gay', 'zefron']), frozenset(['love', 'zac']), 5, 1.0)
(frozenset(['zefron', 'gay', 'zac']), frozenset(['love']), 5, 1.0)
(frozenset(['zac', 'zefron']), frozenset(['love', 'gay']), 5, 1.0)
(frozenset(['zac']), frozenset(['love', 'gay', 'zefron']), 5, 1.0)
(frozenset(['love', 'zac']), frozenset(['zefron', 'gay']), 5, 1.0)
(frozenset(['love', 'zac', 'gay']), frozenset(['zefron']), 5, 1.0)
(frozenset(['zac', 'gay']), frozenset(['love', 'zefron']), 5, 1.0)
(frozenset(['goth']), frozenset(['epic', 'emo', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['emo', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'emo']), frozenset(['gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'gay']), frozenset(['emo']), 5, 1.0)
(frozenset(['goth', 'emo']), frozenset(['epic', 'gay']), 5, 1.0)
(frozenset(['goth', 'emo', 'gay']), frozenset(['epic']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['emo', 'epic']), 5, 1.0)
(frozenset(['epic']), frozenset(['goth', 'emo', 'gay']), 5, 1.0)
(frozenset(['emo', 'epic']), frozenset(['goth', 'gay']), 5, 1.0)
(frozenset(['emo', 'epic', 'gay']), frozenset(['goth']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['goth', 'emo']), 5, 1.0)
(frozenset(['goth']), frozenset(['epic', 'scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic']), frozenset(['scene', 'gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'scene']), frozenset(['gay']), 5, 1.0)
(frozenset(['goth', 'epic', 'gay']), frozenset(['scene']), 5, 1.0)
(frozenset(['goth', 'scene']), frozenset(['epic', 'gay']), 5, 1.0)
(frozenset(['goth', 'scene', 'gay']), frozenset(['epic']), 5, 1.0)
(frozenset(['goth', 'gay']), frozenset(['epic', 'scene']), 5, 1.0)
(frozenset(['epic']), frozenset(['goth', 'scene', 'gay']), 5, 1.0)
(frozenset(['epic', 'scene']), frozenset(['goth', 'gay']), 5, 1.0)
(frozenset(['epic', 'scene', 'gay']), frozenset(['goth']), 5, 1.0)
(frozenset(['epic', 'gay']), frozenset(['goth', 'scene']), 5, 1.0)
(frozenset(['SameSexMarriage']), frozenset(['p2', 'HumamRights', 'GayMarriage']), 5, 0.625)
(frozenset(['p2', 'SameSexMarriage']), frozenset(['HumamRights', 'GayMarriage']), 5, 1.0)
(frozenset(['p2', 'SameSexMarriage', 'HumamRights']), frozenset(['GayMarriage']), 5, 1.0)
(frozenset(['p2', 'SameSexMarriage', 'GayMarriage']), frozenset(['HumamRights']), 5, 1.0)
(frozenset(['SameSexMarriage', 'HumamRights']), frozenset(['p2', 'GayMarriage']), 5, 0.8333333333333334)
(frozenset(['SameSexMarriage', 'HumamRights', 'GayMarriage']), frozenset(['p2']), 5, 0.8333333333333334)
(frozenset(['SameSexMarriage', 'GayMarriage']), frozenset(['p2', 'HumamRights']), 5, 0.625)
(frozenset(['HumamRights']), frozenset(['p2', 'SameSexMarriage', 'GayMarriage']), 5, 0.625)
(frozenset(['p2', 'HumamRights']), frozenset(['SameSexMarriage', 'GayMarriage']), 5, 0.7142857142857143)
(frozenset(['p2', 'HumamRights', 'GayMarriage']), frozenset(['SameSexMarriage']), 5, 0.7142857142857143)
(frozenset(['HumamRights', 'GayMarriage']), frozenset(['p2', 'SameSexMarriage']), 5, 0.625)
(frozenset(['Bear']), frozenset(['Twink', 'Gay', 'TeamGay']), 7, 1.0)
(frozenset(['Twink', 'Bear']), frozenset(['Gay', 'TeamGay']), 7, 1.0)
(frozenset(['Twink', 'Gay', 'Bear']), frozenset(['TeamGay']), 7, 1.0)
(frozenset(['Twink', 'Bear', 'TeamGay']), frozenset(['Gay']), 7, 1.0)
(frozenset(['Gay', 'Bear']), frozenset(['Twink', 'TeamGay']), 7, 1.0)
(frozenset(['Bear', 'Gay', 'TeamGay']), frozenset(['Twink']), 7, 1.0)
(frozenset(['Bear', 'TeamGay']), frozenset(['Twink', 'Gay']), 7, 1.0)
(frozenset(['TeamGay']), frozenset(['Twink', 'Gay', 'Bear']), 7, 0.7)
(frozenset(['Twink', 'TeamGay']), frozenset(['Bear', 'Gay']), 7, 1.0)
(frozenset(['Twink', 'Gay', 'TeamGay']), frozenset(['Bear']), 7, 1.0)
(frozenset(['Gay', 'TeamGay']), frozenset(['Twink', 'Bear']), 7, 0.875)
(frozenset(['sadistic']), frozenset(['emo', 'scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'emo']), frozenset(['scene', 'gay']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'scene']), frozenset(['gay']), 5, 1.0)
(frozenset(['sadistic', 'emo', 'gay']), frozenset(['scene']), 5, 1.0)
(frozenset(['sadistic', 'scene']), frozenset(['emo', 'gay']), 5, 1.0)
